question_id,category,skill,difficulty,question,ideal_answer,keywords
STAT006,Statistics,Statistics,Medium,"Explain confidence intervals.","Confidence interval is range of values likely containing true population parameter (e.g., mean) based on sample data. 95% CI means if experiment repeated many times, 95% of intervals contain true parameter. Wider interval = more confident but less precise. Narrower interval = more precise but less confident. Calculated as: estimate ± (critical value * standard error). Standard error decreases with larger sample size, so larger samples give tighter CIs. For normal distribution, 95% CI ≈ mean ± 1.96*std_err.","confidence interval,range,parameter,estimate,critical value,standard error,precision,significance"
STAT007,Statistics,Statistics,Hard,"Explain Bayes' theorem and its applications.","Bayes' theorem: P(A|B) = P(B|A) * P(A) / P(B). Calculates posterior probability (updated belief) based on prior and evidence. P(A|B) = probability of A given B. Applications: spam filtering (probability email is spam given it contains words), medical diagnosis (probability patient has disease given positive test), fraud detection. Numerator P(B|A)*P(A) = likelihood * prior. Denominator P(B) = total probability of evidence (normalizing). Bayesian methods gradually update beliefs as more data arrives. Foundation of Bayesian statistics.","Bayes theorem,posterior,prior,likelihood,conditional probability,evidence,update,probability"
STAT008,Statistics,Statistics,Hard,"Explain correlation and causation.","Correlation measures association between variables (-1 to 1 scale). Positive correlation: both increase together. Negative correlation: one increases, other decreases. Correlation doesn't imply causation; variables may be correlated due to common cause (confounding) or coincidence. Example: ice cream sales and drowning deaths correlate (both increase in summer). Causation requires: temporal precedence (cause before effect), covariation (related), no confounding. Established via controlled experiments or careful analysis accounting for confounders. Pearson correlation for continuous variables, Spearman for ordinal.","correlation,causation,confounding,Pearson,Spearman,association,coefficient,temporal"
STAT009,Statistics,Statistics,Medium,"Explain regression analysis (linear and logistic).","Linear regression fits line to data predicting continuous y from x. Equation: y = mx + b. Minimizes sum of squared residuals. R² indicates proportion of variance explained. Logistic regression predicts binary outcome (0 or 1) using sigmoid function. Equation: log(odds) = mx + b where odds = p/(1-p). Coefficients interpreted as log-odds changes. Linear assumes linear relationship; logistic assumes relationship transforms linearly. Both estimate parameters from data. Assumptions: independence of observations, no multicollinearity, correct model specification.","linear regression,logistic regression,continuous,binary,sigmoid,residuals,R²,odds"
STAT010,Statistics,Statistics,Medium,"Explain types of distributions: Binomial, Poisson, Exponential.","Binomial: number of successes in n independent trials, each with probability p. Example: coin flips. Probability mass function: P(k successes) = C(n,k) * p^k * (1-p)^(n-k). Poisson: number of events in fixed interval, events occur independently at constant rate. Example: customer arrivals. Lambda (λ) is average rate. Used when large n, small p. Exponential: time until first event in Poisson process. Memoryless property: P(T>t+s|T>t) = P(T>s). Used for lifetimes, wait times. Each suitable for different scenarios.","Binomial,Poisson,Exponential,distribution,probability,discrete,continuous,rate"
DS001,Data Science,Data Science,Easy,"What is Exploratory Data Analysis (EDA)?","EDA investigates dataset to understand structure, patterns, anomalies before modeling. Steps: load data, check shape/types, compute summary statistics, visualize distributions, explore relationships. Techniques: histograms (distributions), scatter plots (relationships), box plots (outliers), heatmaps (correlations), pair plots. Answers questions: What are data types? Are there missing values? Outliers? Patterns? Correlations? EDA informs feature engineering, model selection, and hypothesis generation. Often takes 40% of data science project time.","EDA,exploration,visualization,summary statistics,distribution,outliers,correlation,patterns"
DS002,Data Science,Data Science,Easy,"Explain missing value handling strategies.","Missing values (NaN, NULL) must be addressed. Strategies: delete rows with missing values (works if few missing, loses data), delete columns with many missing values, mean/median imputation (replace with average), forward/backward fill (time series), K-NN imputation (use k-nearest neighbor values), model-based imputation (predict using other features). Choice depends on: percentage missing, type of missing (MCAR, MAR, MNAR), domain knowledge. Listwise deletion loses power; imputation risks bias if many missing.","missing values,imputation,deletion,NaN,MCAR,MAR,MNAR,strategy"
DS003,Data Science,Data Science,Easy,"Explain outlier detection and handling.","Outliers are extreme values unusual compared to other observations. Detection methods: Z-score (|z| > 3), IQR method (beyond Q1-1.5*IQR or Q3+1.5*IQR), visualizations (box plots, scatter plots). Handling: investigate root cause (data entry error or genuine), delete if erroneous, transform (log), robust algorithms (median instead of mean), keep but flag for analysis. Outliers can indicate errors or genuine extreme events. Sometimes important for analysis. Context matters: outlier in one context is normal in another.","outliers,detection,Z-score,IQR,Q1,Q3,handling,robust"
DS004,Data Science,Data Science,Medium,"Explain data preprocessing and its importance.","Preprocessing prepares raw data for modeling. Steps: handle missing values, remove/fix outliers, encode categorical variables, scale features, split train-test. Importance: raw data often dirty, inconsistent, incomplete. Poor preprocessing leads to poor models. ML algorithms assume certain properties (normalization, no missing values). Garbage in, garbage out. Preprocessing often most time-consuming part of pipeline. Automation tools help but domain knowledge crucial.","preprocessing,cleaning,encoding,normalization,missing values,pipeline,data quality"
DS005,Data Science,Data Science,Medium,"Explain feature engineering and domain knowledge.","Feature engineering creates useful features from raw data. Domain knowledge crucial: understanding business context, data meaning, relationships. Examples: for customer churn, engineer features like days_since_purchase (recency), purchase_frequency, customer_lifetime_value. Good features improve model performance significantly. Techniques: combine features (interactions), create polynomials, binning, one-hot encoding, time-based features. Iterate: engineer, train model, evaluate, refine. Feature engineering is art and science, often more important than algorithm selection.","feature engineering,domain knowledge,context,interactions,time-based,creation,iteration"
DS006,Data Science,Data Science,Medium,"How do you approach a data science project?","Typical workflow: 1) Define problem clearly and success metrics. 2) Gather and explore data (EDA). 3) Preprocess and clean data. 4) Engineer features. 5) Select candidate models. 6) Train and cross-validate. 7) Evaluate and compare. 8) Tune hyperparameters. 9) Deploy and monitor. Iterate between steps. Business understanding crucial from start. Success metrics drive all decisions. Involves stakeholder communication, experimentation, iteration. End goal is actionable insights or predictions used in production.","data science,workflow,problem definition,metrics,experimentation,iteration,deployment"
PD001,Pandas,Pandas,Easy,"What is a Pandas Series and how is it created?","A Series is 1D array-like object with labeled index. Values can be any type. Created with pd.Series(data, index=labels). Data can be: list/array, dictionary (keys become index), scalar. Example: s = pd.Series([1,2,3], index=['a','b','c']). Accessed by label: s['a'] returns 1. Access by position: s.iloc[0] returns 1. Series behaves like dict with additional functionality. Index enables alignment during operations.","Series,1D,labeled,index,pd.Series,access,iloc,loc"
PD002,Pandas,Pandas,Easy,"What is a Pandas DataFrame and how is it different from a Series?","DataFrame is 2D table-like structure with rows and columns (like SQL table). Columns can be different types. Created with pd.DataFrame(data, columns=cols, index=rows). Data can be: dictionary of lists/Series, 2D array, Series. Example: df = pd.DataFrame({'A': [1,2], 'B': [3,4]}). Access columns: df['A'] or df.A returns Series. Access rows: df.loc[row_label] returns Series. Series is single column/row; DataFrame is table. Both have index and labeled access.","DataFrame,2D,table,columns,rows,pd.DataFrame,structure,comparison"
PD003,Pandas,Pandas,Easy,"Explain DataFrame filtering and boolean indexing.","Filtering selects rows meeting conditions. Boolean indexing uses True/False arrays. Example: df[df['age'] > 30] returns rows where age > 30. Creates boolean Series, True for matching rows. Can combine conditions: df[(df['age'] > 30) & (df['salary'] > 50000)]. Use & (and), | (or), ~ (not). Avoid and/or operators. .isin() for checking values: df[df['category'].isin(['A','B'])]. .loc[] combines label-based selection with boolean indexing: df.loc[df['age'] > 30, ['name','salary']].","filtering,boolean indexing,conditions,True/False,&,|,~,.isin(),.loc"
PD004,Pandas,Pandas,Medium,"Explain groupby operation in Pandas.","GroupBy groups data by column values, enabling aggregation. Syntax: df.groupby('column').agg_func(). Example: df.groupby('department')['salary'].mean() returns average salary per department. Aggregation functions: sum(), mean(), count(), min(), max(), std(). Multiple columns: df.groupby(['dept','role'])['salary'].mean(). Multiple aggregations: df.groupby('dept')['salary'].agg(['mean','sum']). Transform applies function to each group: df.groupby('dept')['salary'].transform(lambda x: x - x.mean()). Essential for data summarization.","groupby,aggregate,group,column,agg,transform,mean,sum"
PD005,Pandas,Pandas,Medium,"Explain merge and join operations in Pandas.","Merge combines two DataFrames on columns or index. Syntax: pd.merge(left, right, on='key', how='inner'). How parameter: inner (matching keys only), left (all left keys), right (all right keys), outer (all keys). Example: pd.merge(orders, customers, on='customer_id', how='left'). Join merges on index: left.join(right). Concat stacks DataFrames: pd.concat([df1, df2]). Left merge preserves left rows; inner loses non-matching rows; outer includes all. Important for combining related datasets.","merge,join,concat,on,how,left,right,inner,outer,keys"
PD006,Pandas,Pandas,Medium,"How do you handle missing values in Pandas?","Methods: .isnull() or .isna() returns boolean mask of missing values. .notnull() opposite. .dropna() removes rows with missing values. .fillna(value) replaces missing with specified value. .fillna(method='ffill') forward fill; 'bfill' backward fill. .interpolate() interpolates missing values (useful for time series). Example: df['age'].fillna(df['age'].mean()) replaces age NaN with mean. subset parameter in dropna: df.dropna(subset=['age','salary']). thresh parameter: df.dropna(thresh=n) keeps rows with at least n non-null values.","missing values,NaN,isnull,dropna,fillna,interpolate,ffill,bfill"
PD007,Pandas,Pandas,Medium,"Explain .apply() and .map() in Pandas.","apply() applies function to DataFrame rows/columns or Series. Axis=0 (default) applies to columns; axis=1 applies to rows. Example: df.apply(lambda x: x.sum()) sums each column. map() applies function to Series values. Example: df['gender'].map({'M': 'Male', 'F': 'Female'}) maps values. applymap() (DataFrame.applymap() in older versions, map() in newer) applies to all elements. apply() accepts numpy functions for vectorization. Use apply for custom operations; map for simple replacements; vectorized operations when possible (faster).","apply,map,applymap,function,axis,lambda,vectorization,efficiency"
PD008,Pandas,Pandas,Hard,"Explain pivot tables in Pandas.","Pivot tables reshape data. Syntax: pd.pivot_table(data, values='metric', index='rows', columns='columns', aggfunc='mean'). Example: sales by region (rows) and quarter (columns), showing average revenue. Aggfunc: 'mean', 'sum', 'count', etc. .pivot() is simpler but requires unique row/column combinations. Useful for cross-tabulation and summary reports. Margins=True adds totals. Fill_value fills missing. pivot_table more flexible than pivot for handling duplicates via aggregation.","pivot table,reshape,index,columns,aggfunc,cross-tabulation,summary"
NP001,NumPy,NumPy,Easy,"What is a NumPy array and how is it created?","NumPy array is efficient multidimensional array object. Created with np.array(list), np.zeros(shape), np.ones(shape), np.arange(start,stop,step), np.linspace(start,stop,num). Arrays are homogeneous (all elements same type), efficient (C implementation), vectorized (fast operations). Example: arr = np.array([1,2,3]). Shape property shows dimensions: arr.shape returns (3,). Size property shows total elements: arr.size returns 3. Arrays better than Python lists for numerical computing.","NumPy,array,n-dimensional,vectorized,efficient,shape,size,homogeneous"
NP002,NumPy,NumPy,Easy,"Explain NumPy array indexing and slicing.","Indexing accesses single elements: arr[0] returns first element. Slicing accesses ranges: arr[1:3] returns elements 1-2 (3 excluded). Negative indexing: arr[-1] returns last element. 2D array: arr[0,1] returns row 0, column 1. Advanced indexing with array: arr[[0,2,3]] returns elements at indices 0,2,3. Boolean indexing: arr[arr > 5] returns elements > 5. Slicing doesn't copy (returns view); use arr.copy() for copy. Slicing with step: arr[::2] every 2nd element. Efficient for filtering and extracting subsets.","indexing,slicing,negative,multi-dimensional,boolean,advanced,copy,view"
NP003,NumPy,NumPy,Medium,"Explain NumPy array shape and reshape.","Shape is tuple of array dimensions. 1D: (n,), 2D: (n,m), 3D: (n,m,p). reshape(new_shape) changes shape without copying data. Example: arr.reshape(2,3) converts 6-element 1D array to 2×3 matrix. flatten() returns 1D copy. ravel() returns 1D view. Reshape doesn't allocate new data (view). Size must match: can't reshape 6 elements to (2,5). reshape(-1) auto-calculates dimension: reshape(-1,3) converts to (n,3) with n auto-calculated. Essential for operations requiring specific shapes.","shape,reshape,flatten,ravel,view,dimension,size,permutation"
NP004,NumPy,NumPy,Medium,"Explain NumPy broadcasting.","Broadcasting allows operations on arrays of different shapes. Rules: 1) dimensions must be equal or one must be 1, 2) arrays aligned from right, 3) missing dimensions treated as 1. Example: (5,1) array + (1,3) array broadcasts to (5,3). Scalar broadcasts to any shape. Avoids explicit loops; faster. Example: arr + 5 adds 5 to each element. Common: subtracting column mean from each column (center data). Powerful but confusing; understand rules. Saves memory and improves performance vs explicit loops.","broadcasting,shapes,alignment,dimension,efficiency,memory,vectorization"
NP005,NumPy,NumPy,Medium,"Explain NumPy aggregate functions and axis parameter.","Aggregate functions compute summary statistics. sum(), mean(), std(), min(), max(), prod(). Axis parameter determines aggregation direction: axis=None (default) aggregates all (scalar result), axis=0 along rows (result is 1D array of column values), axis=1 along columns (result is 1D array of row values). Example: arr.sum(axis=0) sums each column. For 3D: axis=0 collapses along dimension 0. cumsum(), cumprod() compute cumulative operations. all(), any() check boolean conditions. keepdims=True maintains dimension.","aggregate,sum,mean,std,axis,cumsum,reduction,dimensionality"
NP006,NumPy,NumPy,Hard,"Explain vectorization and why it's important.","Vectorization uses NumPy operations instead of Python loops. Example: instead of for loop squaring each element, use arr**2. Vectorized operations are 10-100x faster (implemented in C). Reduces Python interpreter overhead. Enables leveraging BLAS/LAPACK libraries. Example: dot product as loop vs np.dot(). Where possible, vectorize. Operations: element-wise (+, -, *, /), matrix operations (dot, outer, cross, inv), reductions (sum, mean). Learning vectorization is key to NumPy mastery and efficient numerical computing.","vectorization,efficiency,performance,C implementation,BLAS,loops,NumPy operations"
SK001,Scikit-learn,Scikit-learn,Easy,"What is train-test split and why is it important?","Train-test split divides data into training set (learn parameters) and test set (evaluate performance). Typical split: 70-80% train, 20-30% test. From sklearn: from sklearn.model_selection import train_test_split; X_train, X_test, y_train, y_test = train_test_split(X, y, test_size=0.2). Important because: training error underestimates true error (overfitting); test error estimates generalization. Always evaluate on unseen test data. Random seed ensures reproducibility. Stratified split preserves class distribution (important for imbalanced data).","train-test split,training set,test set,evaluation,generalization,overfitting,stratified"
SK002,Scikit-learn,Scikit-learn,Easy,"What is a pipeline in Scikit-learn?","Pipeline chains preprocessing and modeling steps. Syntax: from sklearn.pipeline import Pipeline; pipe = Pipeline([('scaler', StandardScaler()), ('model', LogisticRegression())]). Fit entire pipeline: pipe.fit(X_train, y_train). Pipeline automatically applies transformations in order. Prevents data leakage (fit scaler on train, apply to test). Simplifies code. Hyperparameters accessible: pipe['scaler'].get_params(). Pipeline essential for production code; ensures reproducibility and correctness.","pipeline,preprocessing,transformers,estimators,fit,transform,data leakage"
SK003,Scikit-learn,Scikit-learn,Easy,"What is feature scaling and why is needed?","Feature scaling normalizes feature ranges. Methods: StandardScaler (mean=0, std=1), MinMaxScaler (0-1 range), RobustScaler (robust to outliers). From sklearn: from sklearn.preprocessing import StandardScaler; scaler = StandardScaler(); X_scaled = scaler.fit_transform(X_train). Important for: algorithms sensitive to scale (KNN, SVM, neural networks), gradient descent convergence, fair feature importance. Not needed for tree-based models (decision trees, random forests). Always fit scaler on training data, apply to test data (prevents leakage). Include scaler in pipeline.","feature scaling,StandardScaler,MinMaxScaler,normalization,fit,transform,data leakage"
SK004,Scikit-learn,Scikit-learn,Medium,"Explain cross-validation in Scikit-learn.","cross_val_score() evaluates model using k-fold cross-validation. Syntax: from sklearn.model_selection import cross_val_score; scores = cross_val_score(model, X, y, cv=5). Returns array of scores (one per fold). Mean and std of scores estimate generalization. Better than single train-test split; uses all data for training and testing. Stratified CV for classification: StratifiedKFold. Leave-One-Out CV: LeaveOneOut() (expensive). Shuffle split: ShuffleSplit. Time series CV: TimeSeriesSplit (maintains temporal order).","cross-validation,cross_val_score,k-fold,stratified,generalization,scores"
SK005,Scikit-learn,Scikit-learn,Medium,"What is GridSearchCV and how is it used?","GridSearchCV searches optimal hyperparameters by grid search. Syntax: from sklearn.model_selection import GridSearchCV; grid = GridSearchCV(model, param_grid, cv=5); grid.fit(X_train, y_train). param_grid is dictionary: {'max_depth': [3,5,7], 'min_samples_split': [2,5,10]}. Tests all combinations. Returns best_params_, best_score_, best_estimator_. Computationally expensive (exponential with parameters). RandomizedSearchCV samples random combinations (faster). Essential for hyperparameter tuning. Use cross-validation within each fold.","GridSearchCV,hyperparameter tuning,param_grid,best_params,CV,RandomizedSearchCV"
SK006,Scikit-learn,Scikit-learn,Medium,"Explain preprocessing techniques: encoding and scaling.","Encoding converts categorical variables to numerical. LabelEncoder for ordinal (1,2,3,...). OneHotEncoder for nominal (creates binary columns). from sklearn.preprocessing import LabelEncoder, OneHotEncoder. Scaling normalizes features. StandardScaler (z-score), MinMaxScaler (0-1), RobustScaler. Preprocessing improves model performance and convergence. Pipeline chains preprocessing with modeling. fit() on training data, apply to test data (prevents leakage). Transformers have fit() and transform(); fit_transform() does both.","encoding,scaling,LabelEncoder,OneHotEncoder,StandardScaler,preprocessing,categorical"
DL001,Deep Learning,Deep Learning,Easy,"Explain what a neural network is.","Neural network is computational model mimicking biological neurons. Consists of layers: input (features), hidden (learned representations), output (predictions). Neurons (nodes) connected by weighted edges. Forward pass: input → hidden → output (computations). Each neuron computes: weighted sum of inputs + bias through activation function. Network learns by adjusting weights to minimize loss (training). Deep learning uses neural networks with many layers. Universal approximator theorem: sufficiently large network approximates any function. Requires data and computation.","neural network,layers,neurons,weights,activation,forward pass,deep learning"
DL002,Deep Learning,Deep Learning,Easy,"Explain activation functions in neural networks.","Activation functions introduce non-linearity, enabling networks to learn complex patterns. Common: ReLU (Rectified Linear Unit) max(0,x) (popular, fast), Sigmoid 1/(1+e^-x) (0-1 range, older), Tanh (−1 to 1 range), Softmax (multi-class probabilities). Without activation, network is just linear combinations (limited). ReLU preferred for hidden layers (fast, avoids vanishing gradient). Sigmoid/Softmax for output layers (probabilities). Leaky ReLU addresses dying ReLU (always 0 for x<0). Choosing activation affects training and performance.","activation function,ReLU,Sigmoid,Tanh,Softmax,non-linearity,output"
DL003,Deep Learning,Deep Learning,Medium,"Explain loss functions and why they're important.","Loss function measures how wrong model predictions are. For regression: Mean Squared Error (MSE), Mean Absolute Error (MAE). For classification: Cross-entropy (binary or categorical), Hinge loss. Goal: minimize loss during training. Loss guides weight updates via backpropagation. Different losses suit different tasks. Cross-entropy better for classification than MSE. Choice affects learning and convergence. Loss function must be differentiable for gradient computation. Monitoring loss during training indicates convergence or problems. Validation loss checks generalization (should decrease but not overfit).","loss function,MSE,MAE,cross-entropy,minimize,backpropagation,gradient"
DL004,Deep Learning,Deep Learning,Medium,"Explain backpropagation in neural networks.","Backpropagation computes gradients of loss with respect to weights, enabling learning. Forward pass: propagate input through network, compute loss. Backward pass: propagate error backward, compute partial derivatives (chain rule). Update weights opposite to gradient direction (gradient descent). Repeat for multiple epochs. Key insight: chain rule enables efficient gradient computation through layers. Without backpropagation, computing gradients would be intractable. Implemented in all deep learning frameworks (TensorFlow, PyTorch). Requires loss function and activation functions to be differentiable.","backpropagation,gradients,chain rule,forward pass,backward pass,gradient descent,learning"
DL005,Deep Learning,Deep Learning,Medium,"Explain optimizers: SGD, Adam, RMSprop.","Optimizers update weights based on gradients. SGD (Stochastic Gradient Descent) basic: weights -= learning_rate * gradient. Momentum accelerates convergence, adds previous gradient direction. Adam (Adaptive Moment Estimation) combines momentum and RMSprop, adapts learning rate per weight. RMSprop normalizes by root mean square of gradients. Adam default choice (works well broadly). Learning rate critical: too high (oscillates), too low (slow). Learning rate scheduling (decay over time) helps. Batch size affects gradient (smaller = noisy). Momentum/Adam handle this well.","optimizer,SGD,Adam,RMSprop,learning rate,momentum,gradient descent,convergence"
DL006,Deep Learning,Deep Learning,Medium,"What is a Convolutional Neural Network (CNN)?","CNN specializes in image data. Convolutional layers apply filters (kernels) detecting local features (edges, textures). Pooling layers reduce dimensionality (max pooling, average pooling). Architecture: conv → relu → pool → ... → flatten → dense. Filters automatically learn during training. Convolutional layers share weights (reduces parameters vs fully connected). Spatial structure preserved. State-of-the-art for image classification, detection, segmentation. Examples: VGG, ResNet, Inception. Transfer learning uses pre-trained CNNs on new tasks.","CNN,convolutional,filters,kernels,pooling,feature detection,image,architecture"
DL007,Deep Learning,Deep Learning,Medium,"Explain recurrent neural networks (RNN) and LSTM.","RNN processes sequences where previous outputs influence current. Hidden state carries information from previous steps. Recurrent connections allow information flow across time. Training via Backpropagation Through Time (BPTT). Problem: vanishing/exploding gradients in long sequences. LSTM (Long Short-Term Memory) solves this using gates: input gate, forget gate, output gate, cell state. Cell state acts as memory, gates control information flow. GRU (Gated Recurrent Unit) simpler alternative. Used for: language modeling, machine translation, time series. Bidirectional RNN processes sequence both directions.","RNN,recurrent,LSTM,gate,cell state,sequence,time series,vanishing gradient"
DL008,Deep Learning,Deep Learning,Hard,"Explain transformers and attention mechanism.","Attention mechanism computes weighted sum of values based on query-key similarity. Enables model to focus on relevant parts. Multi-head attention: multiple attention computations in parallel. Self-attention: query, key, value from same source. Transformer architecture: self-attention → feed-forward → layer norm, stacked. No recurrence (unlike RNN); can process entire sequence in parallel (faster). Positional encoding adds position information. Used in: BERT, GPT, machine translation. Attention visualizations show which tokens model attends to. State-of-the-art for NLP tasks.","attention,transformer,self-attention,multi-head,query,key,value,BERT,GPT"
DL009,Deep Learning,Deep Learning,Medium,"Explain dropout and batch normalization.","Dropout randomly deactivates neurons during training (probability p). Forces network to learn redundant representations (regularization). Reduces co-adaptation. Applied only during training, not testing. Prevents overfitting. Batch normalization normalizes layer inputs (mean=0, std=1) per batch. Stabilizes training, allows higher learning rates, acts as regularizer. Applied before activation. Reduces internal covariate shift. Both improve generalization. Use together with other regularization (L1, L2). Hyperparameters: dropout rate (0.5 typical), batch norm momentum.","dropout,batch normalization,regularization,overfitting,co-adaptation,training,inference"
DL010,Deep Learning,Deep Learning,Hard,"Explain vanishing and exploding gradients.","During backpropagation, gradients multiplied by many small numbers (vanishing) or large numbers (exploding). Vanishing: gradients become too small, weights don't update, learning stalls. Common in deep networks with sigmoid/tanh (slopes < 1). Exploding: gradients become too large, weights oscillate, unstable. Solutions: ReLU activation (slope = 1 for x > 0), LSTM/GRU gates, gradient clipping, careful weight initialization. Skip connections (ResNet) help gradients flow. Understanding is crucial for training deep networks. Happens more in RNNs than CNNs.","vanishing gradient,exploding gradient,sigmoid,ReLU,LSTM,skip connections,backpropagation"
ALG001,Data Structures & Algorithms,Data Structures & Algorithms,Easy,"Explain basic data structures: Arrays, Linked Lists, Stacks, Queues.","Array: fixed-size ordered collection, O(1) access, O(n) insertion/deletion. Linked List: nodes connected by pointers, O(n) access, O(1) insertion if position known. Stack (LIFO): Last-In-First-Out, push/pop O(1), used in function calls, undo. Queue (FIFO): First-In-First-Out, enqueue/dequeue O(1), used in scheduling, BFS. Trade-offs: arrays fast access; linked lists flexible size. Choose based on operations needed. Python: list (array), collections.deque (both stack and queue).","data structure,array,linked list,stack,queue,LIFO,FIFO,Big O"
ALG002,Data Structures & Algorithms,Data Structures & Algorithms,Easy,"Explain hash maps and their importance.","Hash map stores key-value pairs with O(1) average lookup/insertion/deletion. Uses hash function mapping keys to indices. Collision handling: chaining (linked lists) or open addressing. Python dict is hash map. Unordered (insertion order preserved in Python 3.7+). Enables fast lookups vs arrays (O(n)). Use for: caching, counting occurrences, two-sum problems. Memory trade-off: uses more space than arrays. Bad hash function causes collisions, degrading performance. For sorted keys, use balanced trees.","hash map,hash table,key-value,hash function,collision,lookup,O(1),dictionary"
ALG003,Data Structures & Algorithms,Data Structures & Algorithms,Medium,"Explain trees and tree traversal methods.","Tree is hierarchical data structure. Binary tree: each node ≤2 children. Root (top node), leaves (no children), internal nodes. Binary search tree (BST): left < parent < right, enables efficient search. Tree traversal: Inorder (left-root-right, sorted in BST), Preorder (root-left-right), Postorder (left-right-root), Level-order (BFS). Recursive or iterative implementations. Height: longest path from root to leaf. Balanced tree has height O(log n). Unbalanced tree (chain) has height O(n).","tree,binary tree,BST,traversal,inorder,preorder,postorder,height"
ALG004,Data Structures & Algorithms,Data Structures & Algorithms,Medium,"Explain graphs and graph representation.","Graph consists of nodes (vertices) and edges (connections). Undirected (edges bidirectional), directed (arrows). Weighted (edges have values) or unweighted. Representations: adjacency list (dict/list of neighbors, space O(V+E)), adjacency matrix (2D array, space O(V²)), edge list (list of edges). Adjacency list typical for sparse graphs. Traversal: DFS (depth-first, stack-based), BFS (breadth-first, queue-based). Applications: social networks, routing, recommendation systems. Graph algorithms: shortest path (Dijkstra, Bellman-Ford), minimum spanning tree, topological sort.","graph,node,edge,weighted,directed,adjacency list,adjacency matrix,DFS,BFS"
ALG005,Data Structures & Algorithms,Data Structures & Algorithms,Medium,"Explain sorting algorithms: Quick Sort, Merge Sort, Heap Sort.","Quick Sort: pivot-based, average O(n log n), worst O(n²), in-place, unstable, cache-friendly. Merge Sort: divide-and-conquer, O(n log n) guaranteed, O(n) space, stable, used in Python sorted(). Heap Sort: heap-based, O(n log n), in-place, unstable, rarely practical. Radix sort O(nk) for small k (non-comparison). Insertion sort O(n²) but fast for small arrays. Tim Sort (Python default): hybrid of merge and insertion, O(n) best case. Choose based on: data characteristics, stability requirement, space constraints.","sorting,Quick Sort,Merge Sort,Heap Sort,Big O,stability,in-place,comparison"
ALG006,Data Structures & Algorithms,Data Structures & Algorithms,Medium,"Explain searching algorithms: Binary Search, Linear Search.","Linear Search: iterate through array, O(n) time, works on unsorted. Binary Search: divide and conquer on sorted array, O(log n) time, requires sorted data. Binary search pseudocode: left=0, right=n-1, while left≤right: mid=(left+right)/2, if arr[mid]==target return mid, else if arr[mid]<target left=mid+1 else right=mid-1. Extremely fast (sorted 1M elements searched in ~20 comparisons). Basis for bisect module in Python. Always check array is sorted before using binary search.","binary search,linear search,O(n),O(log n),sorted,searching,algorithm"
ALG007,Data Structures & Algorithms,Data Structures & Algorithms,Hard,"Explain recursion and provide examples.","Recursion: function calls itself with simpler input until base case. Every recursive call must progress toward base case (termination). Examples: factorial (n! = n * (n-1)!), Fibonacci, tree traversal, permutations. Advantages: natural for hierarchical/tree problems, elegant code. Disadvantages: slower than iteration, stack overflow risk (deep recursion), space O(depth). Tail recursion (last operation is recursive call) can be optimized by compiler. Memoization (caching results) prevents redundant calculations. Python default recursion limit ~1000 (can increase but risky).","recursion,base case,factorial,Fibonacci,tree traversal,memoization,stack overflow"
ALG008,Data Structures & Algorithms,Data Structures & Algorithms,Hard,"Explain dynamic programming and provide examples.","Dynamic Programming solves problems by breaking into overlapping subproblems, storing results (memoization) to avoid redundant computation. Examples: Fibonacci (overlapping calls), Longest Common Subsequence, 0/1 Knapsack, Coin Change. Two approaches: top-down (recursion + memoization), bottom-up (iterative, build table). Fibonacci: naive O(2^n), DP O(n). Conditions for DP: optimal substructure (optimal solution from optimal subproblems), overlapping subproblems. Requires identifying state (what to memoize) and transition (how to compute).","dynamic programming,memoization,subproblem,optimal,Fibonacci,Knapsack,state,transition"
ALG009,Data Structures & Algorithms,Data Structures & Algorithms,Hard,"Explain Big O notation and complexity analysis.","Big O describes asymptotic worst-case time complexity as input size n grows. Common: O(1) constant, O(log n) logarithmic, O(n) linear, O(n log n), O(n²) quadratic, O(2^n) exponential, O(n!) factorial. Focus on dominant term, ignore constants. Examples: linear search O(n), binary search O(log n), sorting O(n log n), nested loops O(n²). Space complexity: memory used. Algorithm selection based on input size: O(n²) acceptable for n=1000, too slow for n=1M. Asymptotic analysis ignores constants; practical performance may differ.","Big O,complexity,time,space,O(n),O(n²),O(log n),constant,linear"
ALG010,Data Structures & Algorithms,Data Structures & Algorithms,Hard,"Explain shortest path algorithms: Dijkstra, Bellman-Ford.","Dijkstra finds shortest path in weighted graph (non-negative weights). Greedy algorithm: repeatedly pick unvisited node with smallest distance from start. Time O(E log V) with priority queue. Handles single source to all destinations. Bellman-Ford: handles negative weights, detects negative cycles. Time O(VE). Relaxes all edges V-1 times. If distance improves after V-1 iterations, negative cycle exists. Floyd-Warshall O(V³) all-pairs shortest path. A* heuristic-based, faster in practice. Choose Dijkstra for non-negative weights (faster), Bellman-Ford for negative weights.","shortest path,Dijkstra,Bellman-Ford,Floyd-Warshall,A*,weighted graph,algorithm"
